DrugBank ID,Synonyms
,"['Coagulation factor VIIa', 'Coagulation factor VIIa (recombinant)', 'Coagulation factor VIIa (recombinant)-jncw', 'Eptacog alfa', 'Eptacog alfa (activated)', 'rFVIIa']"
,"['Hyaluronidase (glycoprotein, sheep testis isoenzyme)', 'Hyaluronidase (ovine)', 'Hyaluronidase (sheep testis isoenzyme)', 'Hyaluronidase, ovine', 'Ovine hyaluronidase']"
,['Alemtuzumab']
,"['Anisoylated plasminogen streptokinase activator complex', 'Anistreplase', 'APSAC']"
,"['Rituximab', 'rituximab-abbs', 'rituximab-arrx', 'rituximab-pvvr']"
,"['Insulin (pork)', 'Insulin porcine', 'Insulin purified porcine', 'Insulin purified pork', 'Insulin, porcine', 'Insulin, regular, pork', 'Porcine insulin']"
,"['Anakinra', 'IL-1RA', 'Interleukin-1 receptor antagonist anakinra']"
,"['PEG-IFN alfa-2A', 'PEG-Interferon alfa-2A', 'Peginterferon alfa-2a', 'Pegylated Interfeaon alfa-2A', 'Pegylated interferon alfa-2a', 'Pegylated interferon alpha-2a', 'Pegylated-interferon alfa 2a']"
,"['Recombinant Human Thyroid Stimulating Hormone', 'Recombinant thyrotropin alfa', 'rhTSH', 'rTSH', 'Thyrotropin alfa', 'Thyrotropin alpha']"
,"['Anti-CD3', 'Muromonab-CD3']"
,"['24-163 fibroblast growth factor 7 (human)', 'Palifermin', 'Palifermina']"
,"['Albumin (human)', 'Albumin human', 'Albumin, blood', 'Albumin, human', 'Albumin, human-kjda', 'Human albumin', 'Human serum albumin', 'Serum albumin']"
,"['Lipoprotein OspA antigen recombinant', 'Lipoprotein outer surface a borrelia burgdorferi antigen', 'OspA lipoprotein']"
,"['Imiglucerasa', 'Imiglucerase']"
,['Abarelix']
,"['AbobotulinumtoxinA', 'Botulinum A neurotoxin', 'Botulinum antitoxin type A', 'Botulinum toxin A', 'Botulinum toxin type A', 'BTX-A', 'EvabotulinumtoxinA', 'IncobotulinumtoxinA', 'OnabotulinumtoxinA', 'Prabotulinumtoxin A', 'Toxina botulínica A', 'Toxine botulinique A']"
,"['Hyaluronidase (glycoprotein, sheep testis isoenzyme)', 'Hyaluronidase (ovine)', 'Hyaluronidase (sheep testis isoenzyme)', 'Hyaluronidase, ovine', 'Ovine hyaluronidase']"
,"['RHUMAB HER2', 'Trastuzumab', 'trastuzumab-anns', 'trastuzumab-dkst', 'trastuzumab-dttb', 'trastuzumab-pkrb', 'trastuzumab-qyyp']"
,"['Lutropin alfa', 'Lutropin alpha', 'Lutropina alfa']"
,"['Darbepoetin', 'Darbepoetin alfa', 'Darbepoetin alfa,recombinant', 'Darbepoetina alfa']"
,"['Agalsidasa beta', 'Agalsidase beta', 'Agalsidase beta (genetical recombination)']"
,['Tositumomab']
,['Alglucerase']
,"['Calcitonin (Salmon Synthetic)', 'Calcitonin salmon', 'Calcitonin salmon recombinant', 'Calcitonin-salmon', 'Calcitonin, salmon', 'Calcitonina salmón sintética', 'Recombinant salmon calcitonin', 'Salmon calcitonin']"
,"['alpha-L-Idosiduronase', 'Human Recombinant alpha-L-iduronidase', 'Laronidasa', 'Laronidase', 'Laronidase (genetical recombination)']"
,"['.Alpha.-1 protease inhibitor', '.Alpha.1-proteinase inhibitor human', '122320-05-2', 'Alfa 1-proteinase inhibitor (human)', 'Alfa-1-antitripsina', 'Alfa1 antitrypsin', 'Alpha 1-antitrypsin', 'Alpha 1-Proteinase Inhibitor', 'Alpha 1-proteinase inhibitor (human)', 'Alpha 1-proteinase inhibitor human', 'Alpha 1-proteinase inhibitor, human', 'Alpha-1 protease inhibitor', 'Alpha-1 proteinase inhibitor (human)', 'Alpha-1-antiproteinase', 'Alpha-1-antitrypsin', 'Alpha-1-proteinase Inhibitor (human)', 'Alpha-1-proteinase inhibitor human', 'Alpha-1-proteinase Inhibitor, Human', 'Alpha-1-proteinase inhibitor,human', 'Alpha1-proteinase Inhibitor', 'Alpha1-proteinase inhibitor (human)', 'Alpha1-proteinase inhibitor human', 'Antileukoproteinase', 'API', 'Mucus proteinase inhibitor', 'Protease inhibitor wap4', 'Recombinant secretory leucocyte protease inhibitor', 'Recombinant secretory leukocyte protease inhibitor', 'Secretory leukocyte protease inhibitor (human)', 'SLPI', 'Wap four-disulfide core domain protein 4']"
,['Pegvisomant']
,"['Ciclosporin', 'Ciclosporina', 'Ciclosporine', 'Ciclosporinum', 'CsA', 'CyA', 'Cyclosporin', 'Cyclosporin A', 'Cyclosporine']"
,['Peginterferon alfa-2b']
,"['[Leu1, Thr2]-63-desulfohirudin', 'Desulfatohirudin', 'Hirudin variant-1', 'Lepirudin', 'Lepirudin recombinant', 'R-hirudin']"
,"['Calcitonin (Salmon Synthetic)', 'Calcitonin salmon', 'Calcitonin salmon recombinant', 'Calcitonin-salmon', 'Calcitonin, salmon', 'Calcitonina salmón sintética', 'Recombinant salmon calcitonin', 'Salmon calcitonin']"
,"['Vasopressin, unspecified', 'Vasopressina']"
,"['Anakinra', 'IL-1RA', 'Interleukin-1 receptor antagonist anakinra']"
,"['Anakinra', 'IL-1RA', 'Interleukin-1 receptor antagonist anakinra']"
,"['Cetrorelix', 'Cetrorelixum']"
,"['Rasburicasa', 'Rasburicase', 'Recombinant urate oxidase', 'Urate oxidase']"
,"['Pancrealipase', 'Pancreatic extract pancrelipase', 'Pancreatic protease', 'Pancreatin', 'Pancreatinum', 'Pancrelipase', 'Pancrelipase (amylase;lipase;protease)']"
,"['[Leu1, Thr2]-63-desulfohirudin', 'Desulfatohirudin', 'Hirudin variant-1', 'Lepirudin', 'Lepirudin recombinant', 'R-hirudin']"
,"['Interferon beta 1-a', 'Interferon beta 1a', 'Interferon beta-1a', 'Interferon beta-1a (recombinant human)', 'Interferon beta-1a (recombinant)', 'Interferon beta-1a,recombinant', 'Interferon beta, recombinant human', 'Interferon-beta-1a', 'SNG001']"
,"['Adalimumab', 'Adalimumab (genetical recombination)', 'adalimumab-adaz', 'adalimumab-adbm', 'adalimumab-afzb', 'adalimumab-atto', 'adalimumab-bwwd', 'adalimumab-fkjp']"
,"['IL-11', 'Interleukin 11', 'Interleukin-11', 'Oprelvekin', 'Recombinant interleukin-11']"
,"['Imiglucerasa', 'Imiglucerase']"
,"['Anti-alpha4 integrin', 'Anti-VLA4', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULFIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULPHIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'Natalizumab']"
,"['Asparaginase', 'Asparaginase (E. coli)', 'Colaspase', 'Escherichia coli L-asparaginase', 'L-asparaginase', 'L-asparagine amidohydrolase']"
,"['Lutropin alfa', 'Lutropin alpha', 'Lutropina alfa']"
,['Alefacept']
,"['Goserelin', 'Goserelina']"
,"['Recombinant human granulocyte-macrophage colony stimulating factor', 'rGM-CSF', 'rHu GM-CSF', 'Sargramostim']"
,"['Asparaginase', 'Asparaginase (E. coli)', 'Colaspase', 'Escherichia coli L-asparaginase', 'L-asparaginase', 'L-asparagine amidohydrolase']"
,"['Rasburicasa', 'Rasburicase', 'Recombinant urate oxidase', 'Urate oxidase']"
,"['Asparaginase', 'Asparaginase (E. coli)', 'Colaspase', 'Escherichia coli L-asparaginase', 'L-asparaginase', 'L-asparagine amidohydrolase']"
,"['Interferon alfa-2b', 'Interferon alfa-2b (recombinant)', 'Interferon alfa-2b, recombinant', 'Interferon alpha-2B', 'Interferon α-2b', 'Intron (Interferon α2b)', 'Intron A', 'Intron A (Interferon α2b)', 'r-INF-alpha', 'rIFN-alpha-2b']"
,"['Folitropina alfa', 'Folitropina beta', 'Folitropina delta', 'Follicle stimulating hormone', 'Follitrophin alfa', 'Follitrophin alpha', 'Follitrophin beta', 'Follitropin alfa', 'Follitropin alfa/beta', 'Follitropin alpha', 'Follitropin beta', 'Follitropin delta', 'Follitropin gamma', 'Follotropin recombinant', 'FSH', 'FSH alpha', 'FSH-a', 'FSH-b', 'FSH-beta', 'Recombinant human follicle stimulating hormone beta', 'Recombinant human follicle-stimulating hormone (r-HFSH)', 'rFSH-alpha']"
,"['(monomethoxypolyethylene glycol succinimidyl) 11-17-adenosine deaminase', 'PEG-adenosine deaminase', 'pegADA', 'Pegademase', 'Pegademase bovine']"
,"['Follitropin human', 'Urofollitrophin', 'Urofollitropin']"
,"['Folitropina alfa', 'Folitropina beta', 'Folitropina delta', 'Follicle stimulating hormone', 'Follitrophin alfa', 'Follitrophin alpha', 'Follitrophin beta', 'Follitropin alfa', 'Follitropin alfa/beta', 'Follitropin alpha', 'Follitropin beta', 'Follitropin delta', 'Follitropin gamma', 'Follotropin recombinant', 'FSH', 'FSH alpha', 'FSH-a', 'FSH-b', 'FSH-beta', 'Recombinant human follicle stimulating hormone beta', 'Recombinant human follicle-stimulating hormone (r-HFSH)', 'rFSH-alpha']"
,['Interferon alfa-n3']
,"['Calcitonin (Salmon Synthetic)', 'Calcitonin salmon', 'Calcitonin salmon recombinant', 'Calcitonin-salmon', 'Calcitonin, salmon', 'Calcitonina salmón sintética', 'Recombinant salmon calcitonin', 'Salmon calcitonin']"
,"['Ibritumomab', 'Ibritumomab tiuxetan', 'mAb Murine (IGG1) Anti P19437 (CD20_MOUSE)']"
,"['Anisoylated plasminogen streptokinase activator complex', 'Anistreplase', 'APSAC']"
,"['(111In)-Capromab pendetide', 'Capromab pendetide', 'Indium (111In) capromab pendetide', 'Indium 111 Capromab Pendetide', 'Indium In 111 capromab pendetide']"
,"['24-163 fibroblast growth factor 7 (human)', 'Palifermin', 'Palifermina']"
,"['Folitropina alfa', 'Folitropina beta', 'Folitropina delta', 'Follicle stimulating hormone', 'Follitrophin alfa', 'Follitrophin alpha', 'Follitrophin beta', 'Follitropin alfa', 'Follitropin alfa/beta', 'Follitropin alpha', 'Follitropin beta', 'Follitropin delta', 'Follitropin gamma', 'Follotropin recombinant', 'FSH', 'FSH alpha', 'FSH-a', 'FSH-b', 'FSH-beta', 'Recombinant human follicle stimulating hormone beta', 'Recombinant human follicle-stimulating hormone (r-HFSH)', 'rFSH-alpha']"
,"['Anti-human thymocyte immunoglobulin, rabbit', 'Anti-T-lymphocyte immune globulin, rabbit', 'Anti-thymocyte globulin (rabbit)', 'Anti-thymocyte globulin rabbit', 'Antithymocyte immunoglobulin', 'Lapine T-lymphocyte immune globulin', 'Rabbit anti-human thymocyte globulin', 'Rabbit anti-human thymocyte globulin (rATG)', 'Rabbit anti-human thymocyte immunoglobulin', 'Rabbit anti-thymocyte immunoglobulin', 'Rabbit antithymocyte globulin', 'Rabbit ATG', 'rATG', 'Thymoglobulin', 'Thymoglobuline']"
,"['Follitropin human', 'Urofollitrophin', 'Urofollitropin']"
,"['Deoxyribonuclease (human clone 18-1 protein moiety)', 'Dornasa alfa', 'Dornase alfa', 'Dornase alfa, recombinant', 'Dornase alpha', 'Recombinant deoxyribonuclease (DNAse)']"
,"['Glucagon', 'Glucagon (recombinant dna origin)', 'Glucagon recombinant', 'Glucagon, human', 'Glucagon, porcine', 'Glucagone', 'Glucagonum']"
,"['anti-CD11a', 'antiCD11 alpha', 'Efalizumab']"
,"['Glucagon', 'Glucagon (recombinant dna origin)', 'Glucagon recombinant', 'Glucagon, human', 'Glucagon, porcine', 'Glucagone', 'Glucagonum']"
,"['Clostridiopeptidase A', 'Clostridium histolyticum enzymes', 'Collagenase', 'Collagenase clostridium histolyticum', 'collagenase clostridium histolyticum-aaes']"
,"['Abciximab', 'Abciximab (genetical recombination)', 'c7E3']"
,"['Recombinant Human Thyroid Stimulating Hormone', 'Recombinant thyrotropin alfa', 'rhTSH', 'rTSH', 'Thyrotropin alfa', 'Thyrotropin alpha']"
,"['Oxitocina', 'Oxytocin']"
,"['Peg-asparaginase', 'Peg/L-asparaginase', 'Pegaspargasa', 'Pegaspargase']"
,"['Pancrealipase', 'Pancreatic extract pancrelipase', 'Pancreatic protease', 'Pancreatin', 'Pancreatinum', 'Pancrelipase', 'Pancrelipase (amylase;lipase;protease)']"
,"['Interferon alfa-2b', 'Interferon alfa-2b (recombinant)', 'Interferon alfa-2b, recombinant', 'Interferon alpha-2B', 'Interferon α-2b', 'Intron (Interferon α2b)', 'Intron A', 'Intron A (Interferon α2b)', 'r-INF-alpha', 'rIFN-alpha-2b']"
,"['Interferon beta 1-a', 'Interferon beta 1a', 'Interferon beta-1a', 'Interferon beta-1a (recombinant human)', 'Interferon beta-1a (recombinant)', 'Interferon beta-1a,recombinant', 'Interferon beta, recombinant human', 'Interferon-beta-1a', 'SNG001']"
,"['Imiglucerasa', 'Imiglucerase']"
,"['Asparaginase', 'Asparaginase (E. coli)', 'Colaspase', 'Escherichia coli L-asparaginase', 'L-asparaginase', 'L-asparagine amidohydrolase']"
,"['Antihemophilic factor (recombinant)', 'Antihemophilic factor recombinant', 'Antihemophilic factor, human recombinant', 'Antihemophilic factor, recombinant', 'Coagulation factor VIII, recombinant', 'Factor VIII (rDNA)', 'Factor VIII (Recombinant)', 'Factor VIII recombin', 'Factor VIII, recombinant', 'Human Factor VIII (Recombinant)', 'Human factor VIII recombinant', 'Octocog alfa', 'rAHF', 'Recombinant antihemophilic factor VIII']"
,"['Clostridiopeptidase A', 'Clostridium histolyticum enzymes', 'Collagenase', 'Collagenase clostridium histolyticum', 'collagenase clostridium histolyticum-aaes']"
,"['Aerosolized pooled immune globulin', 'Human gammaglobulin', 'Human IGG', 'Human immunoglobulin G', 'Human normal immunoglobulin', 'Immune globulin (human)', 'Immune globulin human', 'Immunoglobulin (human)', 'Immunoglobulin G (human)', 'Immunoglobulin G, human', 'Intravenous immune globulin (human)', 'Intravenous immunoglobulin (IVIg)']"
,"['Goserelin', 'Goserelina']"
,"['Follitropin human', 'Urofollitrophin', 'Urofollitropin']"
,"['Pancrealipase', 'Pancreatic extract pancrelipase', 'Pancreatic protease', 'Pancreatin', 'Pancreatinum', 'Pancrelipase', 'Pancrelipase (amylase;lipase;protease)']"
,['Abarelix']
,"['Darbepoetin', 'Darbepoetin alfa', 'Darbepoetin alfa,recombinant', 'Darbepoetina alfa']"
,"['PEG-IFN alfa-2A', 'PEG-Interferon alfa-2A', 'Peginterferon alfa-2a', 'Pegylated Interfeaon alfa-2A', 'Pegylated interferon alfa-2a', 'Pegylated interferon alpha-2a', 'Pegylated-interferon alfa 2a']"
,"['Coagulation factor VIIa', 'Coagulation factor VIIa (recombinant)', 'Coagulation factor VIIa (recombinant)-jncw', 'Eptacog alfa', 'Eptacog alfa (activated)', 'rFVIIa']"
,"['Hyaluronidase (glycoprotein, sheep testis isoenzyme)', 'Hyaluronidase (ovine)', 'Hyaluronidase (sheep testis isoenzyme)', 'Hyaluronidase, ovine', 'Ovine hyaluronidase']"
,"['Hyaluronidase (glycoprotein, sheep testis isoenzyme)', 'Hyaluronidase (ovine)', 'Hyaluronidase (sheep testis isoenzyme)', 'Hyaluronidase, ovine', 'Ovine hyaluronidase']"
,"['Rasburicasa', 'Rasburicase', 'Recombinant urate oxidase', 'Urate oxidase']"
,"['Folitropina alfa', 'Folitropina beta', 'Folitropina delta', 'Follicle stimulating hormone', 'Follitrophin alfa', 'Follitrophin alpha', 'Follitrophin beta', 'Follitropin alfa', 'Follitropin alfa/beta', 'Follitropin alpha', 'Follitropin beta', 'Follitropin delta', 'Follitropin gamma', 'Follotropin recombinant', 'FSH', 'FSH alpha', 'FSH-a', 'FSH-b', 'FSH-beta', 'Recombinant human follicle stimulating hormone beta', 'Recombinant human follicle-stimulating hormone (r-HFSH)', 'rFSH-alpha']"
,"['Insulin glargine', 'Insulin glargine (rDNA origin)', 'Insulin glargine recombinant', 'insulin glargine-yfgn', 'Insulina glargina']"
,"['Folitropina alfa', 'Folitropina beta', 'Folitropina delta', 'Follicle stimulating hormone', 'Follitrophin alfa', 'Follitrophin alpha', 'Follitrophin beta', 'Follitropin alfa', 'Follitropin alfa/beta', 'Follitropin alpha', 'Follitropin beta', 'Follitropin delta', 'Follitropin gamma', 'Follotropin recombinant', 'FSH', 'FSH alpha', 'FSH-a', 'FSH-b', 'FSH-beta', 'Recombinant human follicle stimulating hormone beta', 'Recombinant human follicle-stimulating hormone (r-HFSH)', 'rFSH-alpha']"
,['Gemtuzumab ozogamicin']
,"['Recombinant human granulocyte-macrophage colony stimulating factor', 'rGM-CSF', 'rHu GM-CSF', 'Sargramostim']"
,"['Darbepoetin', 'Darbepoetin alfa', 'Darbepoetin alfa,recombinant', 'Darbepoetina alfa']"
,"['alpha-L-Idosiduronase', 'Human Recombinant alpha-L-iduronidase', 'Laronidasa', 'Laronidase', 'Laronidase (genetical recombination)']"
,"['Tenecteplasa', 'Tenecteplase', 'TNK-tPA']"
,['Tositumomab']
,"['Becaplermin', 'PDGF-2', 'PDGF-BB', 'PDGFB', 'Platelet-derived growth factor BB, recombinant', 'Platelet-derived growth factor beta polypeptide', 'Recombinant platelet-derived growth factor BB', 'rhPDGF-BB', 'rPDGF-BB', 'SH-POLYPEPTIDE-59']"
,"['Recombinant Human Thyroid Stimulating Hormone', 'Recombinant thyrotropin alfa', 'rhTSH', 'rTSH', 'Thyrotropin alfa', 'Thyrotropin alpha']"
,"['High molecular weight insulin human', 'Human insulin', 'human insulin (rDNA)', 'Insulin (human)', 'Insulin human', 'Insulin human [rDNA origin]', 'Insulin Human Regular', 'Insulin human regular (rDNA)', 'Insulin human, rDNA origin', 'Insulin recombinant human', 'Insulin recombinant purified human', 'Insulin regular', 'Insulin, human', 'Insulina regular', 'Neutral insulin', 'Regular Insulin, human', 'Soluble insulin']"
,"['24-163 fibroblast growth factor 7 (human)', 'Palifermin', 'Palifermina']"
,"['Cetrorelix', 'Cetrorelixum']"
,"['Cetuximab', 'Cétuximab', 'Cetuximabum']"
,"['Albumin (human)', 'Albumin human', 'Albumin, blood', 'Albumin, human', 'Albumin, human-kjda', 'Human albumin', 'Human serum albumin', 'Serum albumin']"
,"['Indium (111In) satumomab pendetide', 'Indium In 111 satumomab pendetide', 'Indium-111 satumomab pendetide']"
,"['Follitropin human', 'Urofollitrophin', 'Urofollitropin']"
,"['Peg-asparaginase', 'Peg/L-asparaginase', 'Pegaspargasa', 'Pegaspargase']"
,"['(monomethoxypolyethylene glycol succinimidyl) 11-17-adenosine deaminase', 'PEG-adenosine deaminase', 'pegADA', 'Pegademase', 'Pegademase bovine']"
,"['AbobotulinumtoxinA', 'Botulinum A neurotoxin', 'Botulinum antitoxin type A', 'Botulinum toxin A', 'Botulinum toxin type A', 'BTX-A', 'EvabotulinumtoxinA', 'IncobotulinumtoxinA', 'OnabotulinumtoxinA', 'Prabotulinumtoxin A', 'Toxina botulínica A', 'Toxine botulinique A']"
,"['Tenecteplasa', 'Tenecteplase', 'TNK-tPA']"
,"['Hyaluronidase (glycoprotein, sheep testis isoenzyme)', 'Hyaluronidase (ovine)', 'Hyaluronidase (sheep testis isoenzyme)', 'Hyaluronidase, ovine', 'Ovine hyaluronidase']"
,"['Tenecteplasa', 'Tenecteplase', 'TNK-tPA']"
,"['IFN Alfacon-1', 'IFN-Con1', 'Interferon alfacon-1']"
,"['Vasopressin, unspecified', 'Vasopressina']"
,"['Adalimumab', 'Adalimumab (genetical recombination)', 'adalimumab-adaz', 'adalimumab-adbm', 'adalimumab-afzb', 'adalimumab-atto', 'adalimumab-bwwd', 'adalimumab-fkjp']"
,"['[Leu1, Thr2]-63-desulfohirudin', 'Desulfatohirudin', 'Hirudin variant-1', 'Lepirudin', 'Lepirudin recombinant', 'R-hirudin']"
,"['Indium (111In) satumomab pendetide', 'Indium In 111 satumomab pendetide', 'Indium-111 satumomab pendetide']"
,"['Ibritumomab', 'Ibritumomab tiuxetan', 'mAb Murine (IGG1) Anti P19437 (CD20_MOUSE)']"
,"['Octreotida', 'Octreotide', 'Octreotidum', 'Octrotide']"
,"['Granulocyte colony-stimulating factor pegfilgrastim', 'peg-filgrastim', 'Pegfilgrastim', 'pegfilgrastim-apgf', 'pegfilgrastim-bmez', 'pegfilgrastim-cbqv', 'pegfilgrastim-jmdb']"
,"['Ibritumomab', 'Ibritumomab tiuxetan', 'mAb Murine (IGG1) Anti P19437 (CD20_MOUSE)']"
,"['Interferon alfa-2a', 'Interferon alfa-2a (genetical recombination)', 'Interferon alfa-2a (recombinant)', 'Interferon alfa-2a, recombinant', 'Interferon alfa-2a,recombinant', 'Interferon alpha-2a', 'Interferon-alfa-2a', 'Recombinant human interferon alfa-2a', 'Recombinant human interferon-alfa-2a', 'rIFN-alpha-2a', 'SH-polypeptide-46']"
,"['Rasburicasa', 'Rasburicase', 'Recombinant urate oxidase', 'Urate oxidase']"
,['Sermorelin']
,['Alemtuzumab']
,"['Antihemophilic factor (recombinant)', 'Antihemophilic factor recombinant', 'Antihemophilic factor, human recombinant', 'Antihemophilic factor, recombinant', 'Coagulation factor VIII, recombinant', 'Factor VIII (rDNA)', 'Factor VIII (Recombinant)', 'Factor VIII recombin', 'Factor VIII, recombinant', 'Human Factor VIII (Recombinant)', 'Human factor VIII recombinant', 'Octocog alfa', 'rAHF', 'Recombinant antihemophilic factor VIII']"
,"['Adalimumab', 'Adalimumab (genetical recombination)', 'adalimumab-adaz', 'adalimumab-adbm', 'adalimumab-afzb', 'adalimumab-atto', 'adalimumab-bwwd', 'adalimumab-fkjp']"
,"['Interferon alfa-2b', 'Interferon alfa-2b (recombinant)', 'Interferon alfa-2b, recombinant', 'Interferon alpha-2B', 'Interferon α-2b', 'Intron (Interferon α2b)', 'Intron A', 'Intron A (Interferon α2b)', 'r-INF-alpha', 'rIFN-alpha-2b']"
,"['Pancrealipase', 'Pancreatic extract pancrelipase', 'Pancreatic protease', 'Pancreatin', 'Pancreatinum', 'Pancrelipase', 'Pancrelipase (amylase;lipase;protease)']"
,"['Human menopausal gonadotrophin', 'Menotrophin', 'Menotropin', 'Menotropina', 'Menotropins (FSH;LH)']"
